g | n1 | w1g | n2 | w2g
[('a', 3), ('b', -2), ('a', -3), ('b', -3), ('a', 3)] | 32 | 00022211112202022212122202022211 | 4 | 1010
[('a', -1), ('b', 2), ('a', 4), ('b', -1), ('a', 2)] | 33 | 000022121122010102211102202012211 | 4 | 0000
[('b', 1), ('a', -1), ('b', -4), ('a', 5), ('b', -3)] | 34 | 0010220100221211022020112211122202 | 4 | 0000
[('a', -4), ('b', -4), ('a', -2), ('b', -4), ('a', -3)] | 35 | 00010221211022020122121102202022212 | 4 | 1010
[('b', -2), ('a', 1), ('b', -3), ('a', 2), ('b', 4)] | 33 | 001122020022111222020122111102201 | 4 | 1010
[('a', 5), ('b', -3), ('a', -1), ('b', -1), ('a', 2)] | 33 | 000112211122202002212102202012211 | 4 | 1010
[('b', 1), ('a', -4), ('b', -1), ('a', -4), ('b', -3)] | 34 | 0010220101022121022020102212122202 | 4 | 0000
[('a', -4), ('b', -2), ('a', -4), ('b', 4), ('a', 1)] | 35 | 00010221211220201022121102201002211 | 4 | 0000
[('b', 4), ('a', -4), ('b', 4), ('a', 4), ('b', -5)] | 37 | 0011022010102212110220101022111112202 | 6 | 101010
[('b', 2), ('a', -5), ('b', 2), ('a', -1), ('b', 4)] | 34 | 0011220101122121122010022121102201 | 4 | 1010
[('b', 3), ('a', -2), ('b', 2), ('a', 2), ('b', 2)] | 32 | 00122201012212112201012211112201 | 4 | 1010
[('b', -5), ('a', -4), ('b', -2), ('a', 3), ('b', 3)] | 34 | 0011122020102212112202022211122201 | 4 | 0000
[('a', -2), ('b', 4), ('a', 5), ('b', -5), ('a', 3)] | 35 | 00012212110220101122111112202022211 | 4 | 1010
[('a', 5), ('b', 5), ('a', 1), ('b', 1), ('a', -3)] | 34 | 0001122111112201002211102201022212 | 6 | 000000
[('b', 5), ('a', 5), ('b', 2), ('a', -2), ('b', -2)] | 34 | 0011122010112211112201012212112202 | 4 | 1010
[('a', 3), ('b', 5), ('a', 5), ('b', 1), ('a', -1)] | 34 | 0002221111122010112211102201002212 | 4 | 0000
[('b', -5), ('a', -4), ('b', -4), ('a', 3), ('b', 4)] | 36 | 001112202010221211022020222111102201 | 4 | 0000
[('b', -1), ('a', 5), ('b', 2), ('a', 3), ('b', 3)] | 33 | 001022020112211112201022211122201 | 4 | 0000
[('b', 4), ('a', -5), ('b', -2), ('a', 1), ('b', 4)] | 35 | 00110220101122121122020022111102201 | 4 | 0000
[('a', -4), ('b', 2), ('a', -4), ('b', -4), ('a', -2)] | 35 | 00010221211220101022121102202012212 | 4 | 0000
[('a', -3), ('b', -3), ('a', -4), ('b', -1), ('a', -5)] | 34 | 0002221212220201022121022020112212 | 4 | 1010
[('b', -3), ('a', -2), ('b', 3), ('a', 3), ('b', 1)] | 32 | 00122202012212122201022211102201 | 4 | 0000
[('b', -4), ('a', -3), ('b', 3), ('a', -1), ('b', 2)] | 33 | 001102202022212122201002212112201 | 4 | 0000
[('a', -2), ('b', -1), ('a', 1), ('b', 4), ('a', 1)] | 33 | 000122121022020022111102201002211 | 6 | 101010
[('b', -3), ('a', 1), ('b', 2), ('a', -2), ('b', -2)] | 32 | 00122202002211112201012212112202 | 4 | 0000
[('b', -1), ('a', -3), ('b', -4), ('a', -2), ('b', -3)] | 33 | 001022020222121102202012212122202 | 4 | 0000
[('b', 3), ('a', 2), ('b', 3), ('a', -3), ('b', 4)] | 33 | 001222010122111222010222121102201 | 4 | 0000
[('b', -2), ('a', 4), ('b', -3), ('a', -5), ('b', 5)] | 35 | 00112202010221112220201122121112201 | 4 | 0000
[('b', 1), ('a', -4), ('b', 2), ('a', -5), ('b', -3)] | 34 | 0010220101022121122010112212122202 | 8 | 00000000
[('b', -1), ('a', 5), ('b', -2), ('a', 4), ('b', -2)] | 34 | 0010220201122111122020102211112202 | 4 | 1010
[('a', 3), ('b', 2), ('a', 1), ('b', -1), ('a', 1)] | 32 | 00022211112201002211102202002211 | 4 | 0000
[('b', -1), ('a', 5), ('b', -3), ('a', 3), ('b', -1)] | 33 | 001022020112211122202022211102202 | 4 | 0000
[('b', -1), ('a', 1), ('b', 5), ('a', -4), ('b', 3)] | 34 | 0010220200221111122010102212122201 | 4 | 1010
[('a', -3), ('b', 3), ('a', 3), ('b', -5), ('a', -4)] | 34 | 0002221212220102221111122020102212 | 4 | 0000
[('b', 1), ('a', 2), ('b', -3), ('a', -5), ('b', -1)] | 33 | 001022010122111222020112212102202 | 6 | 000000
[('b', -3), ('a', 4), ('b', 3), ('a', -5), ('b', 1)] | 34 | 0012220201022111222010112212102201 | 4 | 0000
[('a', -2), ('b', -4), ('a', -5), ('b', 3), ('a', -3)] | 34 | 0001221211022020112212122201022212 | 4 | 0000
[('b', 1), ('a', -2), ('b', 4), ('a', -4), ('b', 3)] | 34 | 0010220101221211022010102212122201 | 4 | 1010
[('a', -2), ('b', 2), ('a', 3), ('b', 5), ('a', -2)] | 33 | 000122121122010222111112201012212 | 4 | 0000
[('a', 4), ('b', 4), ('a', 1), ('b', 4), ('a', 3)] | 35 | 00010221111022010022111102201022211 | 4 | 0000
[('b', -3), ('a', -1), ('b', 5), ('a', 5), ('b', -4)] | 35 | 00122202002212111220101122111102202 | 4 | 0000
[('a', -2), ('b', -3), ('a', 2), ('b', 2), ('a', 4)] | 33 | 000122121222020122111122010102211 | 4 | 0000
[('a', -5), ('b', 5), ('a', -4), ('b', -3), ('a', 2)] | 35 | 00011221211122010102212122202012211 | 4 | 0000
[('b', 3), ('a', -4), ('b', 1), ('a', 4), ('b', -5)] | 35 | 00122201010221210220101022111112202 | 4 | 1010
[('a', 2), ('b', 1), ('a', -2), ('b', 1), ('a', 4)] | 33 | 000122111022010122121022010102211 | 4 | 0000
[('b', -2), ('a', -3), ('b', 5), ('a', -1), ('b', 1)] | 33 | 001122020222121112201002212102201 | 4 | 0000
[('b', -4), ('a', 2), ('b', 1), ('a', 3), ('b', 1)] | 33 | 001102202012211102201022211102201 | 4 | 0000
[('a', -1), ('b', -2), ('a', -2), ('b', -1), ('a', -3)] | 32 | 00002212112202012212102202022212 | 6 | 000000
[('a', 1), ('b', 4), ('a', -2), ('b', -2), ('a', -3)] | 33 | 000022111102201012212112202022212 | 4 | 0000
[('b', 5), ('a', -1), ('b', 3), ('a', 4), ('b', 5)] | 35 | 00111220100221212220101022111112201 | 4 | 1010
[('b', 4), ('a', -3), ('b', -5), ('a', -1), ('b', -2)] | 34 | 0011022010222121112202002212112202 | 4 | 0000
[('b', 3), ('a', 5), ('b', 4), ('a', 3), ('b', 4)] | 35 | 00122201011221111022010222111102201 | 4 | 0000
[('a', -2), ('b', -3), ('a', -4), ('b', 4), ('a', 2)] | 34 | 0001221212220201022121102201012211 | 4 | 0000
[('b', -4), ('a', -4), ('b', 1), ('a', -4), ('b', 5)] | 36 | 001102202010221210220101022121112201 | 4 | 0000
[('a', -3), ('b', 4), ('a', -3), ('b', 4), ('a', 5)] | 35 | 00022212110220102221211022010112211 | 4 | 0000
[('a', -5), ('b', 2), ('a', 2), ('b', -5), ('a', 2)] | 34 | 0001122121122010122111112202012211 | 4 | 0000
[('b', -3), ('a', -2), ('b', -2), ('a', 4), ('b', -4)] | 34 | 0012220201221211220201022111102202 | 4 | 0000
[('a', -5), ('b', 2), ('a', 5), ('b', 4), ('a', -1)] | 35 | 00011221211220101122111102201002212 | 4 | 0000
[('a', 2), ('b', -3), ('a', -1), ('b', -4), ('a', -1)] | 33 | 000122111222020022121102202002212 | 4 | 1010
[('b', -2), ('a', 3), ('b', 1), ('a', 1), ('b', 5)] | 33 | 001122020222111022010022111112201 | 4 | 0000
[('b', -4), ('a', -5), ('b', -2), ('a', -1), ('b', -5)] | 35 | 00110220201122121122020022121112202 | 4 | 1010
[('a', -1), ('b', 4), ('a', -3), ('b', -4), ('a', -3)] | 34 | 0000221211022010222121102202022212 | 4 | 0000
[('b', 4), ('a', -4), ('b', 1), ('a', 3), ('b', 2)] | 34 | 0011022010102212102201022211112201 | 4 | 0000
[('a', 5), ('b', 4), ('a', -1), ('b', 5), ('a', -2)] | 35 | 00011221111022010022121112201012212 | 4 | 0000
[('b', 1), ('a', 1), ('b', 1), ('a', 3), ('b', -1)] | 32 | 00102201002211102201022211102202 | 4 | 0000
[('a', 4), ('b', -5), ('a', 3), ('b', -1), ('a', 5)] | 35 | 00010221111122020222111022020112211 | 6 | 000000
[('b', -5), ('a', 4), ('b', -2), ('a', -3), ('b', 3)] | 34 | 0011122020102211112202022212122201 | 4 | 0000
[('a', -2), ('b', -1), ('a', 4), ('b', -1), ('a', -2)] | 33 | 000122121022020102211102202012212 | 4 | 1010
[('b', -2), ('a', -5), ('b', -3), ('a', -3), ('b', -2)] | 33 | 001122020112212122202022212112202 | 4 | 0000
[('b', -5), ('a', 4), ('b', -2), ('a', -4), ('b', 1)] | 35 | 00111220201022111122020102212102201 | 6 | 101010
[('a', 1), ('b', 4), ('a', -3), ('b', -2), ('a', -1)] | 33 | 000022111102201022212112202002212 | 4 | 1010
[('a', 4), ('b', -1), ('a', -1), ('b', 5), ('a', -3)] | 34 | 0001022111022020022121112201022212 | 4 | 1010
[('b', 2), ('a', 1), ('b', -1), ('a', -3), ('b', -5)] | 33 | 001122010022111022020222121112202 | 4 | 0000
[('a', 1), ('b', 3), ('a', -2), ('b', -5), ('a', -3)] | 33 | 000022111222010122121112202022212 | 4 | 0000
[('b', 3), ('a', -2), ('b', -2), ('a', 5), ('b', 5)] | 34 | 0012220101221211220201122111112201 | 6 | 000000
[('b', 5), ('a', -1), ('b', 3), ('a', -4), ('b', -5)] | 35 | 00111220100221212220101022121112202 | 4 | 0000
[('b', -5), ('a', -5), ('b', -1), ('a', -2), ('b', -2)] | 34 | 0011122020112212102202012212112202 | 4 | 0000
[('b', -2), ('a', -4), ('b', -4), ('a', -5), ('b', 1)] | 35 | 00112202010221211022020112212102201 | 4 | 1010
[('a', -3), ('b', 1), ('a', -5), ('b', 1), ('a', -2)] | 33 | 000222121022010112212102201012212 | 4 | 0000
[('b', -2), ('a', -2), ('b', -2), ('a', 3), ('b', 3)] | 32 | 00112202012212112202022211122201 | 4 | 0000
[('a', -2), ('b', -5), ('a', -4), ('b', 2), ('a', -2)] | 34 | 0001221211122020102212112201012212 | 4 | 0000
[('a', 2), ('b', 5), ('a', 2), ('b', -5), ('a', 2)] | 34 | 0001221111122010122111112202012211 | 6 | 000000
[('b', 3), ('a', -2), ('b', 4), ('a', 1), ('b', -4)] | 34 | 0012220101221211022010022111102202 | 4 | 0000
[('b', -2), ('a', 4), ('b', -2), ('a', -4), ('b', 3)] | 34 | 0011220201022111122020102212122201 | 4 | 1010
[('b', 1), ('a', -4), ('b', 5), ('a', 1), ('b', 5)] | 35 | 00102201010221211122010022111112201 | 4 | 1010
[('b', -2), ('a', -4), ('b', -4), ('a', 2), ('b', 2)] | 34 | 0011220201022121102202012211112201 | 4 | 0000
[('b', -3), ('a', 1), ('b', 1), ('a', -2), ('b', 1)] | 32 | 00122202002211102201012212102201 | 4 | 0000
[('a', 1), ('b', -1), ('a', 4), ('b', -1), ('a', 4)] | 34 | 0000221110220201022111022020102211 | 4 | 1010
[('b', 5), ('a', -4), ('b', -4), ('a', -3), ('b', 4)] | 36 | 001112201010221211022020222121102201 | 4 | 0000
[('a', 2), ('b', -3), ('a', 5), ('b', 1), ('a', -1)] | 33 | 000122111222020112211102201002212 | 4 | 1010
[('b', 1), ('a', 1), ('b', 3), ('a', -1), ('b', -1)] | 32 | 00102201002211122201002212102202 | 6 | 101010
[('b', 5), ('a', -2), ('b', -4), ('a', 3), ('b', 3)] | 34 | 0011122010122121102202022211122201 | 4 | 0000
[('b', -3), ('a', 1), ('b', 4), ('a', -2), ('b', -5)] | 34 | 0012220200221111022010122121112202 | 4 | 0000
[('b', 2), ('a', -1), ('b', -1), ('a', 2), ('b', -3)] | 32 | 00112201002212102202012211122202 | 4 | 0000
[('a', -2), ('b', -2), ('a', 4), ('b', 2), ('a', 4)] | 34 | 0001221211220201022111122010102211 | 6 | 000000
[('a', -5), ('b', -1), ('a', -5), ('b', -1), ('a', -3)] | 34 | 0001122121022020112212102202022212 | 4 | 0000
[('b', 2), ('a', -3), ('b', 5), ('a', 1), ('b', -2)] | 33 | 001122010222121112201002211112202 | 4 | 0000
[('a', 1), ('b', -1), ('a', -3), ('b', -3), ('a', -1)] | 32 | 00002211102202022212122202002212 | 4 | 1010
[('a', -4), ('b', 5), ('a', -4), ('b', 2), ('a', -4)] | 36 | 000102212111220101022121122010102212 | 4 | 1010
[('a', -5), ('b', -5), ('a', -1), ('b', 4), ('a', -5)] | 36 | 000112212111220200221211022010112212 | 4 | 0000
[('b', -2), ('a', 4), ('b', -3), ('a', 5), ('b', -2)] | 34 | 0011220201022111222020112211112202 | 4 | 1010
[('b', 1), ('a', 5), ('b', 3), ('a', 2), ('b', 2)] | 33 | 001022010112211122201012211112201 | 4 | 0000
[('b', -5), ('a', 3), ('b', 2), ('a', -1), ('b', -4)] | 34 | 0011122020222111122010022121102202 | 4 | 0000
[('a', -3), ('b', 4), ('a', 5), ('b', 2), ('a', 3)] | 34 | 0002221211022010112211112201022211 | 4 | 0000
[('b', -5), ('a', -3), ('b', -2), ('a', -5), ('b', 5)] | 35 | 00111220202221211220201122121112201 | 4 | 0000
[('b', -4), ('a', -4), ('b', -1), ('a', -4), ('b', -1)] | 35 | 00110220201022121022020102212102202 | 4 | 0000
[('b', 3), ('a', -4), ('b', 4), ('a', -2), ('b', 3)] | 34 | 0012220101022121102201012212122201 | 4 | 1010
[('b', 1), ('a', 3), ('b', -1), ('a', -3), ('b', -4)] | 33 | 001022010222111022020222121102202 | 4 | 1010
[('a', -3), ('b', -4), ('a', 4), ('b', -1), ('a', -5)] | 35 | 00022212110220201022111022020112212 | 4 | 0000
[('b', 4), ('a', 4), ('b', 3), ('a', 2), ('b', -3)] | 34 | 0011022010102211122201012211122202 | 4 | 1010
[('a', 1), ('b', 1), ('a', 2), ('b', -2), ('a', -5)] | 33 | 000022111022010122111122020112212 | 4 | 0000
[('b', -2), ('a', -2), ('b', -2), ('a', 5), ('b', 4)] | 34 | 0011220201221211220201122111102201 | 6 | 000000
[('a', 5), ('b', 4), ('a', 2), ('b', -5), ('a', -4)] | 36 | 000112211110220101221111122020102212 | 4 | 1010
[('a', -2), ('b', 3), ('a', -4), ('b', -1), ('a', 3)] | 33 | 000122121222010102212102202022211 | 4 | 1010
[('b', 5), ('a', 4), ('b', -1), ('a', -4), ('b', -1)] | 35 | 00111220101022111022020102212102202 | 6 | 101010
[('b', 2), ('a', -2), ('b', 3), ('a', 1), ('b', 3)] | 32 | 00112201012212122201002211122201 | 4 | 0000
[('b', 5), ('a', 2), ('b', 2), ('a', 4), ('b', -1)] | 34 | 0011122010122111122010102211102202 | 6 | 000000
[('b', 5), ('a', 4), ('b', -2), ('a', -5), ('b', -1)] | 35 | 00111220101022111122020112212102202 | 4 | 0000
[('b', 3), ('a', -1), ('b', -5), ('a', 5), ('b', -4)] | 35 | 00122201002212111220201122111102202 | 4 | 0000
[('a', -5), ('b', -3), ('a', 1), ('b', -5), ('a', 2)] | 34 | 0001122121222020022111112202012211 | 4 | 0000
[('a', 5), ('b', -4), ('a', 1), ('b', 3), ('a', -5)] | 35 | 00011221111022020022111222010112212 | 4 | 0000
[('a', 4), ('b', -2), ('a', 1), ('b', 4), ('a', 2)] | 34 | 0001022111122020022111102201012211 | 4 | 0000
[('b', -2), ('a', -1), ('b', 2), ('a', 4), ('b', 5)] | 34 | 0011220200221211220101022111112201 | 4 | 1010
[('a', -5), ('b', -3), ('a', -1), ('b', -4), ('a', -4)] | 35 | 00011221212220200221211022020102212 | 4 | 0000
[('b', 5), ('a', -4), ('b', 2), ('a', -2), ('b', 1)] | 34 | 0011122010102212112201012212102201 | 4 | 1010
[('a', -4), ('b', -1), ('a', -3), ('b', -3), ('a', 1)] | 33 | 000102212102202022212122202002211 | 4 | 1010
[('b', 4), ('a', 1), ('b', 2), ('a', 1), ('b', -4)] | 34 | 0011022010022111122010022111102202 | 4 | 0000
[('a', -5), ('b', -3), ('a', 2), ('b', -3), ('a', 5)] | 34 | 0001122121222020122111222020112211 | 4 | 0000
[('a', 1), ('b', 5), ('a', 5), ('b', -1), ('a', -1)] | 34 | 0000221111122010112211102202002212 | 4 | 0000
[('a', -4), ('b', -2), ('a', -4), ('b', -5), ('a', 1)] | 35 | 00010221211220201022121112202002211 | 4 | 0000
[('a', 2), ('b', -4), ('a', 4), ('b', -1), ('a', -2)] | 34 | 0001221111022020102211102202012212 | 4 | 0000
[('b', 1), ('a', 2), ('b', 5), ('a', -3), ('b', -1)] | 33 | 001022010122111112201022212102202 | 4 | 0000
[('b', 5), ('a', 2), ('b', -3), ('a', 1), ('b', 5)] | 34 | 0011122010122111222020022111112201 | 4 | 1010
[('b', 2), ('a', 3), ('b', -2), ('a', 5), ('b', -3)] | 33 | 001122010222111122020112211122202 | 4 | 0000
[('a', 1), ('b', -3), ('a', 2), ('b', 2), ('a', 3)] | 32 | 00002211122202012211112201022211 | 4 | 1010
[('b', 2), ('a', 1), ('b', 3), ('a', -5), ('b', 3)] | 33 | 001122010022111222010112212122201 | 4 | 0000
[('a', 5), ('b', -2), ('a', 2), ('b', -1), ('a', -2)] | 33 | 000112211112202012211102202012212 | 4 | 0000
[('b', 5), ('a', 5), ('b', 1), ('a', 4), ('b', -3)] | 35 | 00111220101122111022010102211122202 | 6 | 101010
[('b', -2), ('a', 1), ('b', -1), ('a', -4), ('b', -5)] | 34 | 0011220200221110220201022121112202 | 4 | 1010
[('a', 1), ('b', 1), ('a', -3), ('b', 2), ('a', -1)] | 32 | 00002211102201022212112201002212 | 6 | 000000
[('b', -4), ('a', 4), ('b', -5), ('a', -3), ('b', 4)] | 36 | 001102202010221111122020222121102201 | 4 | 0000
[('b', -2), ('a', -5), ('b', 1), ('a', 3), ('b', 5)] | 34 | 0011220201122121022010222111112201 | 4 | 0000
[('b', -5), ('a', -2), ('b', 1), ('a', -5), ('b', 2)] | 34 | 0011122020122121022010112212112201 | 4 | 0000
[('b', 2), ('a', 2), ('b', 2), ('a', 2), ('b', -1)] | 32 | 00112201012211112201012211102202 | 4 | 0000
[('a', 3), ('b', -4), ('a', 3), ('b', -2), ('a', -4)] | 34 | 0002221111022020222111122020102212 | 4 | 0000
[('a', -2), ('b', -2), ('a', 3), ('b', -4), ('a', -2)] | 33 | 000122121122020222111102202012212 | 4 | 0000
[('a', -5), ('b', -4), ('a', -3), ('b', -4), ('a', 5)] | 36 | 000112212110220202221211022020112211 | 4 | 1010
[('a', 1), ('b', -4), ('a', -4), ('b', 1), ('a', -4)] | 35 | 00002211110220201022121022010102212 | 4 | 0000
[('b', 3), ('a', 5), ('b', 2), ('a', 4), ('b', 3)] | 34 | 0012220101122111122010102211122201 | 4 | 1010
[('a', -3), ('b', 3), ('a', -4), ('b', 3), ('a', -5)] | 34 | 0002221212220101022121222010112212 | 6 | 000000
[('a', 4), ('b', 5), ('a', -1), ('b', -1), ('a', -3)] | 34 | 0001022111112201002212102202022212 | 4 | 1010
[('b', -4), ('a', 4), ('b', -3), ('a', 2), ('b', 1)] | 34 | 0011022020102211122202012211102201 | 6 | 000000
[('a', 3), ('b', 4), ('a', -4), ('b', -5), ('a', -2)] | 35 | 00022211110220101022121112202012212 | 4 | 1010
[('a', -1), ('b', 2), ('a', 1), ('b', -5), ('a', -5)] | 34 | 0000221211220100221111122020112212 | 4 | 0000
[('b', -5), ('a', -3), ('b', 3), ('a', -5), ('b', -4)] | 35 | 00111220202221212220101122121102202 | 4 | 0000
[('b', -1), ('a', 1), ('b', -4), ('a', 2), ('b', -3)] | 33 | 001022020022111102202012211122202 | 4 | 1010
[('b', -2), ('a', -5), ('b', 2), ('a', -2), ('b', 4)] | 34 | 0011220201122121122010122121102201 | 4 | 0000
[('a', -1), ('b', 2), ('a', -3), ('b', -2), ('a', -4)] | 33 | 000022121122010222121122020102212 | 4 | 0000
[('b', -1), ('a', 1), ('b', 3), ('a', 4), ('b', -2)] | 33 | 001022020022111222010102211112202 | 4 | 0000
[('a', -4), ('b', -4), ('a', -4), ('b', 1), ('a', 5)] | 36 | 000102212110220201022121022010112211 | 6 | 000000
[('a', 3), ('b', 4), ('a', -4), ('b', -5), ('a', -5)] | 36 | 000222111102201010221211122020112212 | 4 | 1010
[('b', 5), ('a', -2), ('b', -4), ('a', 5), ('b', -3)] | 35 | 00111220101221211022020112211122202 | 4 | 1010
[('a', 2), ('b', -2), ('a', 5), ('b', -4), ('a', 4)] | 35 | 00012211112202011221111022020102211 | 4 | 0000
[('a', 1), ('b', -2), ('a', -3), ('b', -4), ('a', -3)] | 33 | 000022111122020222121102202022212 | 4 | 0000
[('b', -1), ('a', 2), ('b', -1), ('a', 4), ('b', -5)] | 34 | 0010220201221110220201022111112202 | 4 | 1010
[('a', -5), ('b', -3), ('a', 1), ('b', -5), ('a', 3)] | 34 | 0001122121222020022111112202022211 | 4 | 0000
[('b', -2), ('a', -1), ('b', 4), ('a', 2), ('b', 3)] | 33 | 001122020022121102201012211122201 | 4 | 0000
[('b', 5), ('a', 4), ('b', -2), ('a', 2), ('b', 3)] | 34 | 0011122010102211112202012211122201 | 6 | 000000
[('a', 3), ('b', -1), ('a', -3), ('b', 4), ('a', 5)] | 34 | 0002221110220202221211022010112211 | 4 | 0000
[('b', -2), ('a', 2), ('b', 2), ('a', 5), ('b', -4)] | 34 | 0011220201221111220101122111102202 | 4 | 0000
[('b', -4), ('a', -4), ('b', -5), ('a', -5), ('b', 1)] | 36 | 001102202010221211122020112212102201 | 4 | 1010
[('b', 3), ('a', 3), ('b', 2), ('a', -1), ('b', -4)] | 33 | 001222010222111122010022121102202 | 4 | 0000
[('a', -3), ('b', 2), ('a', 4), ('b', -2), ('a', -2)] | 33 | 000222121122010102211112202012212 | 4 | 0000
[('a', -4), ('b', 1), ('a', 5), ('b', 4), ('a', 4)] | 36 | 000102212102201011221111022010102211 | 4 | 0000
[('b', 5), ('a', -5), ('b', -5), ('a', -4), ('b', -2)] | 36 | 001112201011221211122020102212112202 | 4 | 1010
[('b', 5), ('a', 2), ('b', -2), ('a', -4), ('b', 4)] | 35 | 00111220101221111220201022121102201 | 4 | 0000
[('a', -4), ('b', 1), ('a', -1), ('b', 5), ('a', -1)] | 34 | 0001022121022010022121112201002212 | 6 | 000000
[('a', -4), ('b', -1), ('a', -5), ('b', -2), ('a', -5)] | 35 | 00010221210220201122121122020112212 | 4 | 0000
[('a', -1), ('b', 1), ('a', 5), ('b', -1), ('a', -4)] | 34 | 0000221210220101122111022020102212 | 8 | 00201110
[('a', -2), ('b', 5), ('a', 4), ('b', -4), ('a', 1)] | 35 | 00012212111220101022111102202002211 | 4 | 1010
[('a', 5), ('b', 4), ('a', 3), ('b', -4), ('a', 2)] | 35 | 00011221111022010222111102202012211 | 4 | 0000
[('a', 3), ('b', 4), ('a', 5), ('b', -2), ('a', -1)] | 34 | 0002221111022010112211112202002212 | 4 | 0000
[('b', -3), ('a', 4), ('b', 3), ('a', -2), ('b', -5)] | 34 | 0012220201022111222010122121112202 | 4 | 0000
[('b', -2), ('a', -5), ('b', -3), ('a', 3), ('b', 1)] | 33 | 001122020112212122202022211102201 | 4 | 0000
[('b', 2), ('a', -1), ('b', -2), ('a', -5), ('b', 5)] | 34 | 0011220100221211220201122121112201 | 4 | 1010
[('a', 5), ('b', 5), ('a', -3), ('b', -2), ('a', -2)] | 34 | 0001122111112201022212112202012212 | 6 | 101010
[('b', -5), ('a', 3), ('b', 4), ('a', -3), ('b', 3)] | 34 | 0011122020222111102201022212122201 | 4 | 1010
[('b', -1), ('a', 3), ('b', -2), ('a', -3), ('b', -2)] | 32 | 00102202022211112202022212112202 | 4 | 1010
[('b', -4), ('a', -1), ('b', -1), ('a', 5), ('b', 1)] | 34 | 0011022020022121022020112211102201 | 4 | 0000
[('b', -5), ('a', -1), ('b', -5), ('a', -2), ('b', -3)] | 34 | 0011122020022121112202012212122202 | 4 | 1010
[('b', -3), ('a', 3), ('b', 5), ('a', -3), ('b', -4)] | 34 | 0012220202221111122010222121102202 | 4 | 1010
[('a', -3), ('b', 5), ('a', 5), ('b', 4), ('a', -2)] | 35 | 00022212111220101122111102201012212 | 8 | 00201010
[('a', -3), ('b', -2), ('a', -3), ('b', 2), ('a', -5)] | 33 | 000222121122020222121122010112212 | 4 | 0000
[('a', 3), ('b', 5), ('a', -2), ('b', 4), ('a', -5)] | 35 | 00022211111220101221211022010112212 | 4 | 0000
[('b', 2), ('a', 1), ('b', 2), ('a', 2), ('b', 5)] | 33 | 001122010022111122010122111112201 | 6 | 000000
[('a', 3), ('b', 3), ('a', -1), ('b', -3), ('a', -2)] | 32 | 00022211122201002212122202012212 | 10 | 0020101010
[('b', 4), ('a', 1), ('b', -4), ('a', -4), ('b', -2)] | 35 | 00110220100221111022020102212112202 | 4 | 1010
[('b', -4), ('a', -3), ('b', 3), ('a', 1), ('b', 5)] | 34 | 0011022020222121222010022111112201 | 4 | 0000
[('b', 3), ('a', -3), ('b', 1), ('a', -4), ('b', -5)] | 34 | 0012220102221210220101022121112202 | 4 | 0000
[('a', 2), ('b', -3), ('a', 2), ('b', -5), ('a', 3)] | 33 | 000122111222020122111112202022211 | 4 | 0000
[('a', 5), ('b', -2), ('a', 5), ('b', -4), ('a', -4)] | 36 | 000112211112202011221111022020102212 | 6 | 000000
[('b', 2), ('a', 4), ('b', 4), ('a', 2), ('b', -2)] | 34 | 0011220101022111102201012211112202 | 4 | 1010
[('b', -3), ('a', -2), ('b', -1), ('a', 4), ('b', -1)] | 33 | 001222020122121022020102211102202 | 4 | 0000
